,Date,Day,Buy Price,Qty,Investment Amount
137,23-06-20,1,111.0,45,4995.0
138,28-07-20,1,120.019997,41,4920.819877
139,28-08-20,4,124.040001,40,4961.60004
140,16-09-20,2,123.709999,40,4948.39996
141,14-10-20,2,127.419998,39,4969.379922
142,24-11-20,1,139.380005,35,4878.300175
143,30-12-20,2,149.270004,33,4925.910132
144,20-01-21,2,156.75,31,4859.25
145,15-02-21,0,163.929993,30,4917.8997899999995
146,03-03-21,2,162.979996,30,4889.39988
147,29-04-21,3,159.100006,31,4932.100186000001
148,31-05-21,0,166.789993,29,4836.909797
149,25-06-21,4,170.399994,29,4941.599826
150,16-07-21,4,171.410004,29,4970.890116
151,31-08-21,1,184.550003,27,4982.8500810000005
152,27-09-21,0,192.789993,25,4819.749825
153,18-10-21,0,198.910004,25,4972.750099999999
154,15-11-21,0,195.520004,25,4888.0001
155,09-12-21,3,189.139999,26,4917.639974
156,17-01-22,0,198.029999,25,4950.749975
